Four Hops 32byte Packet RX/TX 915/902 AVG Gain 47 
PING 192.168.200.109 (192.168.200.109) 24(52) bytes of data.
32 bytes from 192.168.200.109: icmp_seq=489 ttl=64 time=52.3 ms
32 bytes from 192.168.200.109: icmp_seq=491 ttl=64 time=52.9 ms
32 bytes from 192.168.200.109: icmp_seq=492 ttl=64 time=58.7 ms
32 bytes from 192.168.200.109: icmp_seq=493 ttl=64 time=54.3 ms
32 bytes from 192.168.200.109: icmp_seq=494 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=495 ttl=64 time=57.3 ms
32 bytes from 192.168.200.109: icmp_seq=498 ttl=64 time=58.5 ms
32 bytes from 192.168.200.109: icmp_seq=500 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=508 ttl=64 time=54.2 ms
32 bytes from 192.168.200.109: icmp_seq=509 ttl=64 time=57.0 ms
32 bytes from 192.168.200.109: icmp_seq=511 ttl=64 time=54.9 ms
32 bytes from 192.168.200.109: icmp_seq=512 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=515 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=520 ttl=64 time=53.6 ms
32 bytes from 192.168.200.109: icmp_seq=522 ttl=64 time=55.0 ms
32 bytes from 192.168.200.109: icmp_seq=523 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=525 ttl=64 time=60.5 ms
32 bytes from 192.168.200.109: icmp_seq=528 ttl=64 time=60.8 ms
32 bytes from 192.168.200.109: icmp_seq=529 ttl=64 time=52.3 ms
32 bytes from 192.168.200.109: icmp_seq=532 ttl=64 time=59.6 ms
32 bytes from 192.168.200.109: icmp_seq=533 ttl=64 time=55.3 ms
32 bytes from 192.168.200.109: icmp_seq=534 ttl=64 time=53.8 ms
32 bytes from 192.168.200.109: icmp_seq=535 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=536 ttl=64 time=55.7 ms
32 bytes from 192.168.200.109: icmp_seq=537 ttl=64 time=53.2 ms
32 bytes from 192.168.200.109: icmp_seq=539 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=541 ttl=64 time=54.0 ms
32 bytes from 192.168.200.109: icmp_seq=542 ttl=64 time=58.4 ms
32 bytes from 192.168.200.109: icmp_seq=543 ttl=64 time=52.6 ms
32 bytes from 192.168.200.109: icmp_seq=546 ttl=64 time=54.0 ms
32 bytes from 192.168.200.109: icmp_seq=549 ttl=64 time=57.4 ms
32 bytes from 192.168.200.109: icmp_seq=550 ttl=64 time=61.9 ms
32 bytes from 192.168.200.109: icmp_seq=554 ttl=64 time=57.3 ms
32 bytes from 192.168.200.109: icmp_seq=555 ttl=64 time=59.7 ms
32 bytes from 192.168.200.109: icmp_seq=556 ttl=64 time=57.4 ms
32 bytes from 192.168.200.109: icmp_seq=557 ttl=64 time=53.4 ms
