Four Hops 32byte Packet RX/TX 2.4G/2.5G AVG Gain 47 
PING 192.168.200.109 (192.168.200.109) 24(52) bytes of data.
32 bytes from 192.168.200.109: icmp_seq=455 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=458 ttl=64 time=57.3 ms
32 bytes from 192.168.200.109: icmp_seq=459 ttl=64 time=58.3 ms
32 bytes from 192.168.200.109: icmp_seq=462 ttl=64 time=55.9 ms
32 bytes from 192.168.200.109: icmp_seq=470 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=471 ttl=64 time=58.6 ms
32 bytes from 192.168.200.109: icmp_seq=473 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=482 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=483 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=486 ttl=64 time=60.6 ms
32 bytes from 192.168.200.109: icmp_seq=487 ttl=64 time=58.2 ms
32 bytes from 192.168.200.109: icmp_seq=489 ttl=64 time=55.2 ms
32 bytes from 192.168.200.109: icmp_seq=490 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=491 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=492 ttl=64 time=55.6 ms
32 bytes from 192.168.200.109: icmp_seq=494 ttl=64 time=53.6 ms
32 bytes from 192.168.200.109: icmp_seq=496 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=497 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=498 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=503 ttl=64 time=62.2 ms
32 bytes from 192.168.200.109: icmp_seq=504 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=505 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=506 ttl=64 time=58.0 ms
32 bytes from 192.168.200.109: icmp_seq=508 ttl=64 time=58.2 ms
32 bytes from 192.168.200.109: icmp_seq=513 ttl=64 time=56.7 ms
32 bytes from 192.168.200.109: icmp_seq=514 ttl=64 time=58.4 ms
32 bytes from 192.168.200.109: icmp_seq=516 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=525 ttl=64 time=57.0 ms
32 bytes from 192.168.200.109: icmp_seq=528 ttl=64 time=56.1 ms
32 bytes from 192.168.200.109: icmp_seq=529 ttl=64 time=60.3 ms
32 bytes from 192.168.200.109: icmp_seq=531 ttl=64 time=59.0 ms
32 bytes from 192.168.200.109: icmp_seq=532 ttl=64 time=59.8 ms
32 bytes from 192.168.200.109: icmp_seq=536 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=541 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=543 ttl=64 time=60.1 ms
32 bytes from 192.168.200.109: icmp_seq=548 ttl=64 time=60.7 ms
32 bytes from 192.168.200.109: icmp_seq=549 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=552 ttl=64 time=59.0 ms
32 bytes from 192.168.200.109: icmp_seq=557 ttl=64 time=55.3 ms
32 bytes from 192.168.200.109: icmp_seq=559 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=561 ttl=64 time=58.1 ms
32 bytes from 192.168.200.109: icmp_seq=575 ttl=64 time=55.9 ms
32 bytes from 192.168.200.109: icmp_seq=576 ttl=64 time=58.4 ms
32 bytes from 192.168.200.109: icmp_seq=578 ttl=64 time=54.8 ms
32 bytes from 192.168.200.109: icmp_seq=579 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=580 ttl=64 time=52.6 ms
32 bytes from 192.168.200.109: icmp_seq=581 ttl=64 time=59.6 ms
32 bytes from 192.168.200.109: icmp_seq=586 ttl=64 time=60.2 ms
32 bytes from 192.168.200.109: icmp_seq=588 ttl=64 time=55.3 ms
32 bytes from 192.168.200.109: icmp_seq=593 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=601 ttl=64 time=53.2 ms
32 bytes from 192.168.200.109: icmp_seq=602 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=608 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=609 ttl=64 time=54.3 ms
32 bytes from 192.168.200.109: icmp_seq=610 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=617 ttl=64 time=53.0 ms
32 bytes from 192.168.200.109: icmp_seq=618 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=623 ttl=64 time=52.5 ms
