Four Hops 32byte Packet RX/TX 915/928 AVG Gain 47 
PING 192.168.200.109 (192.168.200.109) 24(52) bytes of data.
32 bytes from 192.168.200.109: icmp_seq=310 ttl=64 time=55.6 ms
32 bytes from 192.168.200.109: icmp_seq=313 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=316 ttl=64 time=60.7 ms
32 bytes from 192.168.200.109: icmp_seq=318 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=319 ttl=64 time=57.5 ms
32 bytes from 192.168.200.109: icmp_seq=320 ttl=64 time=53.7 ms
32 bytes from 192.168.200.109: icmp_seq=323 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=325 ttl=64 time=57.0 ms
32 bytes from 192.168.200.109: icmp_seq=326 ttl=64 time=59.5 ms
32 bytes from 192.168.200.109: icmp_seq=328 ttl=64 time=57.9 ms
32 bytes from 192.168.200.109: icmp_seq=333 ttl=64 time=1366 ms
32 bytes from 192.168.200.109: icmp_seq=335 ttl=64 time=60.6 ms
32 bytes from 192.168.200.109: icmp_seq=339 ttl=64 time=60.6 ms
32 bytes from 192.168.200.109: icmp_seq=340 ttl=64 time=59.1 ms
32 bytes from 192.168.200.109: icmp_seq=341 ttl=64 time=54.8 ms
32 bytes from 192.168.200.109: icmp_seq=343 ttl=64 time=60.7 ms
32 bytes from 192.168.200.109: icmp_seq=346 ttl=64 time=57.8 ms
32 bytes from 192.168.200.109: icmp_seq=347 ttl=64 time=62.8 ms
32 bytes from 192.168.200.109: icmp_seq=350 ttl=64 time=60.2 ms
32 bytes from 192.168.200.109: icmp_seq=351 ttl=64 time=58.8 ms
32 bytes from 192.168.200.109: icmp_seq=352 ttl=64 time=55.9 ms
32 bytes from 192.168.200.109: icmp_seq=354 ttl=64 time=56.8 ms
32 bytes from 192.168.200.109: icmp_seq=355 ttl=64 time=59.3 ms
32 bytes from 192.168.200.109: icmp_seq=356 ttl=64 time=62.4 ms
32 bytes from 192.168.200.109: icmp_seq=357 ttl=64 time=62.5 ms
32 bytes from 192.168.200.109: icmp_seq=358 ttl=64 time=56.3 ms
32 bytes from 192.168.200.109: icmp_seq=360 ttl=64 time=58.4 ms
32 bytes from 192.168.200.109: icmp_seq=362 ttl=64 time=53.4 ms
32 bytes from 192.168.200.109: icmp_seq=363 ttl=64 time=59.6 ms
32 bytes from 192.168.200.109: icmp_seq=364 ttl=64 time=57.5 ms
32 bytes from 192.168.200.109: icmp_seq=365 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=366 ttl=64 time=57.9 ms
32 bytes from 192.168.200.109: icmp_seq=367 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=368 ttl=64 time=58.4 ms
32 bytes from 192.168.200.109: icmp_seq=370 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=373 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=375 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=376 ttl=64 time=58.5 ms
32 bytes from 192.168.200.109: icmp_seq=377 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=378 ttl=64 time=57.9 ms
32 bytes from 192.168.200.109: icmp_seq=379 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=380 ttl=64 time=59.0 ms
32 bytes from 192.168.200.109: icmp_seq=381 ttl=64 time=58.1 ms
32 bytes from 192.168.200.109: icmp_seq=382 ttl=64 time=58.7 ms
32 bytes from 192.168.200.109: icmp_seq=384 ttl=64 time=56.9 ms
32 bytes from 192.168.200.109: icmp_seq=386 ttl=64 time=58.3 ms
32 bytes from 192.168.200.109: icmp_seq=393 ttl=64 time=56.0 ms
32 bytes from 192.168.200.109: icmp_seq=397 ttl=64 time=55.1 ms
32 bytes from 192.168.200.109: icmp_seq=400 ttl=64 time=58.3 ms
32 bytes from 192.168.200.109: icmp_seq=403 ttl=64 time=54.9 ms
32 bytes from 192.168.200.109: icmp_seq=405 ttl=64 time=54.1 ms
32 bytes from 192.168.200.109: icmp_seq=408 ttl=64 time=54.9 ms
32 bytes from 192.168.200.109: icmp_seq=410 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=412 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=414 ttl=64 time=57.0 ms
32 bytes from 192.168.200.109: icmp_seq=417 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=420 ttl=64 time=59.3 ms
32 bytes from 192.168.200.109: icmp_seq=426 ttl=64 time=54.9 ms
32 bytes from 192.168.200.109: icmp_seq=427 ttl=64 time=53.8 ms
32 bytes from 192.168.200.109: icmp_seq=428 ttl=64 time=61.2 ms
32 bytes from 192.168.200.109: icmp_seq=429 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=430 ttl=64 time=60.3 ms
32 bytes from 192.168.200.109: icmp_seq=431 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=432 ttl=64 time=58.5 ms
32 bytes from 192.168.200.109: icmp_seq=433 ttl=64 time=57.3 ms
32 bytes from 192.168.200.109: icmp_seq=434 ttl=64 time=54.2 ms
32 bytes from 192.168.200.109: icmp_seq=435 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=436 ttl=64 time=60.8 ms
32 bytes from 192.168.200.109: icmp_seq=437 ttl=64 time=52.9 ms
32 bytes from 192.168.200.109: icmp_seq=438 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=439 ttl=64 time=55.0 ms
32 bytes from 192.168.200.109: icmp_seq=440 ttl=64 time=56.7 ms
32 bytes from 192.168.200.109: icmp_seq=441 ttl=64 time=57.0 ms
32 bytes from 192.168.200.109: icmp_seq=442 ttl=64 time=54.2 ms
32 bytes from 192.168.200.109: icmp_seq=443 ttl=64 time=58.7 ms
32 bytes from 192.168.200.109: icmp_seq=444 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=445 ttl=64 time=59.6 ms
32 bytes from 192.168.200.109: icmp_seq=446 ttl=64 time=58.1 ms
32 bytes from 192.168.200.109: icmp_seq=447 ttl=64 time=57.9 ms
32 bytes from 192.168.200.109: icmp_seq=448 ttl=64 time=57.9 ms
32 bytes from 192.168.200.109: icmp_seq=449 ttl=64 time=55.4 ms
32 bytes from 192.168.200.109: icmp_seq=450 ttl=64 time=56.3 ms
32 bytes from 192.168.200.109: icmp_seq=452 ttl=64 time=58.3 ms
32 bytes from 192.168.200.109: icmp_seq=453 ttl=64 time=53.1 ms
32 bytes from 192.168.200.109: icmp_seq=454 ttl=64 time=58.7 ms
32 bytes from 192.168.200.109: icmp_seq=456 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=458 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=459 ttl=64 time=57.2 ms
32 bytes from 192.168.200.109: icmp_seq=460 ttl=64 time=59.9 ms
32 bytes from 192.168.200.109: icmp_seq=462 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=464 ttl=64 time=55.7 ms
32 bytes from 192.168.200.109: icmp_seq=465 ttl=64 time=57.1 ms
32 bytes from 192.168.200.109: icmp_seq=466 ttl=64 time=57.8 ms
32 bytes from 192.168.200.109: icmp_seq=467 ttl=64 time=55.8 ms
32 bytes from 192.168.200.109: icmp_seq=469 ttl=64 time=57.4 ms
32 bytes from 192.168.200.109: icmp_seq=470 ttl=64 time=55.7 ms
32 bytes from 192.168.200.109: icmp_seq=474 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=476 ttl=64 time=59.1 ms
32 bytes from 192.168.200.109: icmp_seq=479 ttl=64 time=58.0 ms
32 bytes from 192.168.200.109: icmp_seq=488 ttl=64 time=55.5 ms
32 bytes from 192.168.200.109: icmp_seq=491 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=492 ttl=64 time=60.7 ms
32 bytes from 192.168.200.109: icmp_seq=493 ttl=64 time=56.4 ms
32 bytes from 192.168.200.109: icmp_seq=496 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=497 ttl=64 time=60.5 ms
